Lemma,Sense,SuperSense,POS_Tag,Definition,Head,HeadAmod,Gender,Examples
joliot-curie,joliot.n.01,noun.person,n,French nuclear physicist who was Marie Curie's assistant and who worked with Marie Curie's daughter who he married (taking the name Joliot-Curie); he and his wife discovered how to synthesize new radioactive elements (1900-1958),physicist,,,[]
jolliet,jolliet.n.01,noun.person,n,French explorer (with Jacques Marquette) of the upper Mississippi River valley (1645-1700),explorer,,,[]
jolson,jolson.n.01,noun.person,n,United States singer (born in Russia) who appeared in the first full-length talking film (1886-1950),appeared,,,[]
jomo_kenyata,kenyata.n.01,noun.person,n,Kenyan statesman and the first president of independent Kenya (1893-1978),statesman,,M,[]
jonah,jonah.n.01,noun.person,n,(Old Testament) Jonah did not wish to become a prophet so God caused a great storm to throw him overboard from a ship; he was saved by being swallowed by a whale that vomited him out onto dry land,Testament,,,[]
jonah,jonah.n.02,noun.person,n,a person believed to bring bad luck to those around him,believed,,,[]
jonas_edward_salk,salk.n.01,noun.person,n,United States virologist who developed the Salk vaccine that is injected against poliomyelitis (born 1914),virologist,,,[]
jonas_salk,salk.n.01,noun.person,n,United States virologist who developed the Salk vaccine that is injected against poliomyelitis (born 1914),virologist,,,[]
jonathan_edwards,edwards.n.01,noun.person,n,American theologian whose sermons and writings stimulated a period of renewed interest in religion in America (1703-1758),theologian,,,[]
jonathan_swift,swift.n.02,noun.person,n,an English satirist born in Ireland (1667-1745),satirist,,,[]
jonathan_trumbull,trumbull.n.01,noun.person,n,American Revolutionary leader who as governor of Connecticut provided supplies for the Continental Army (1710-1785),leader,,,[]
jones,jones.n.01,noun.person,n,United States labor leader (born in Ireland) who helped to found the Industrial Workers of the World (1830-1930),leader,,,[]
jones,jones.n.02,noun.person,n,United States railroad engineer who died trying to stop his train from crashing into another train; a friend wrote a famous ballad describing the incident (1864-1900),engineer,,,[]
jones,jones.n.03,noun.person,n,United States golfer (1902-1971),golfer,,,[]
jones,jones.n.04,noun.person,n,American naval commander in the American Revolution (1747-1792),commander,,,[]
jones,jones.n.05,noun.person,n,one of the first great English architects and a theater designer (1573-1652),one,,,[]
jones,jones.n.06,noun.person,n,English phonetician (1881-1967),phonetician,,,[]
jong,jong.n.01,noun.person,n,United States writer (born in 1942),writer,,,[]
jongleur,folk_singer.n.01,noun.person,n,a singer of folk songs,singer,,,[]
jons_jakob_berzelius,berzelius.n.01,noun.person,n,Swedish chemist who discovered three new elements and determined the atomic weights of many others (1779-1848),chemist,,,[]
jonson,jonson.n.01,noun.person,n,English dramatist and poet who was the first real poet laureate of England (1572-1637),dramatist,,,[]
joplin,joplin.n.01,noun.person,n,United States singer who died of a drug overdose at the height of her popularity (1943-1970),singer,,,[]
joplin,joplin.n.02,noun.person,n,United States composer who was the first creator of ragtime to write down his compositions (1868-1917),composer,,,[]
jorge_borges,borges.n.01,noun.person,n,Argentinian writer remembered for his short stories (1899-1986),remembered,,,[]
jorge_luis_borges,borges.n.01,noun.person,n,Argentinian writer remembered for his short stories (1899-1986),remembered,,,[]
jorge_mario_pedro_vargas_llosa,vargas_llosa.n.01,noun.person,n,Peruvian writer (born in 1936),writer,,,[]
joroslav_heyrovsky,heyrovsky.n.01,noun.person,n,Czechoslovakian chemist who developed polarography (1890-1967),chemist,,,[]
jose_clemente_orozco,orozco.n.01,noun.person,n,Mexican painter noted for his monumental murals (1883-1949),noted,,,[]
jose_julian_marti,marti.n.01,noun.person,n,Cuban poet and revolutionary who fought for Cuban independence from Spain (1853-1895),poet,,,[]
jose_orozco,orozco.n.01,noun.person,n,Mexican painter noted for his monumental murals (1883-1949),noted,,,[]
jose_ortega_y_gasset,ortega_y_gasset.n.01,noun.person,n,Spanish philosopher who advocated leadership by an intellectual elite (1883-1955),philosopher,,,[]
josef_albers,albers.n.01,noun.person,n,United States painter born in Germany; works characterized by simple geometrical patterns in various colors (1888-1976),born,,,[]
josef_hoffmann,hoffmann.n.01,noun.person,n,Austrian architect known for his use of rectilinear units (1870-1956),known,,,[]
josef_michel_montgolfier,montgolfier.n.02,noun.person,n,French inventor who (with his brother Jacques Etienne Montgolfier) pioneered hot-air ballooning (1740-1810),inventor,,,[]
josef_von_sternberg,von_sternberg.n.01,noun.person,n,United States film maker (born in Austria) whose films made Marlene Dietrich an international star (1894-1969),made,,,[]
joseph,joseph.n.01,noun.person,n,leader of the Nez Perce in their retreat from United States troops (1840-1904),leader,,,[]
joseph,joseph.n.02,noun.person,n,"(Old Testament) the 11th son of Jacob and one of the 12 patriarchs of Israel; Jacob gave Joseph a coat of many colors, which made his brothers jealous and they sold him into slavery in Egypt",Testament,,,[]
joseph,joseph.n.03,noun.person,n,(New Testament) husband of Mary and (in Christian belief) the foster father of Jesus,Testament,,,[]
joseph_alois_schumpeter,schumpeter.n.01,noun.person,n,United States economist (born in Czechoslovakia) (1883-1950),economist,,,[]
joseph_banks_rhine,rhine.n.01,noun.person,n,United States parapsychologist (1895-1980),parapsychologist,,,[]
joseph_ben_matthias,josephus.n.01,noun.person,n,Jewish general who led the revolt of the Jews against the Romans and then wrote a history of those events (37-100),general,,,[]
joseph_black,black.n.03,noun.person,n,British chemist who identified carbon dioxide and who formulated the concepts of specific heat and latent heat (1728-1799),chemist,,,[]
joseph_campbell,campbell.n.01,noun.person,n,United States mythologist (1904-1987),mythologist,,,[]
joseph_conrad,conrad.n.01,noun.person,n,English novelist (born in Poland) noted for sea stories and for his narrative technique (1857-1924),noted,,,[]
joseph_deems_taylor,taylor.n.01,noun.person,n,United States composer and music critic (1885-1966),States,,,[]
joseph_eggleston_johnston,johnston.n.01,noun.person,n,Confederate general in the American Civil War; led the Confederate troops in the West (1807-1891),general,,,[]
joseph_emerson_worcester,worcester.n.01,noun.person,n,United States lexicographer who was accused of plagiarism by Noah Webster (1784-1865),lexicographer,,,[]
joseph_francis_keaton,keaton.n.01,noun.person,n,United States comedian and actor in silent films noted for his acrobatic skills and deadpan face (1895-1966),noted,,,[]
joseph_goebbels,goebbels.n.01,noun.person,n,German propaganda minister in Nazi Germany who persecuted the Jews (1897-1945),minister,,,[]
joseph_greenberg,greenberg.n.01,noun.person,n,"United States linguist who studied the historical relations among 5,000 languages (1916-2001)",linguist,,,[]
joseph_haydn,haydn.n.01,noun.person,n,prolific Austrian composer who influenced the classical form of the symphony (1732-1809),composer,,,[]
joseph_heller,heller.n.03,noun.person,n,United States novelist whose best known work was a black comedy inspired by his experiences in the Air Force during World War II (1923-1999),novelist,,,[]
joseph_henry,henry.n.04,noun.person,n,United States physicist who studied electromagnetic phenomena (1791-1878),physicist,,,[]
joseph_hilaire_peter_belloc,belloc.n.01,noun.person,n,English author (born in France) remembered especially for his verse for children (1870-1953),remembered,,,[]
joseph_hooker,hooker.n.01,noun.person,n,United States general in the Union Army who was defeated at Chancellorsville by Robert E. Lee (1814-1879),States,,,[]
joseph_jacques_cesaire_joffre,joffre.n.01,noun.person,n,French field marshal who commanded the Allied armies in France during World War II (1852-1931),marshal,,,[]
joseph_joachim,joachim.n.01,noun.person,n,Hungarian violinist and composer (1831-1907),violinist,,,[]
joseph_john_thomson,thomson.n.04,noun.person,n,English physicist who experimented with the conduction of electricity through gases and who discovered the electron and determined its charge and mass (1856-1940),physicist,,,[]
joseph_lincoln_steffens,steffens.n.01,noun.person,n,United States journalist whose exposes in 1906 started an era of muckraking journalism (1866-1936),started,,,[]
joseph_lister,lister.n.01,noun.person,n,English surgeon who was the first to use antiseptics (1827-1912),surgeon,,,[]
joseph_louis_barrow,louis.n.01,noun.person,n,United States prizefighter who was world heavyweight champion for 12 years (1914-1981),prizefighter,,,[]
joseph_louis_gay-lussac,gay-lussac.n.01,noun.person,n,French chemist and physicist who first isolated boron and who formulated the law describing the behavior of gases under constant pressure (1778-1850),chemist,,,[]
joseph_m._jacquard,jacquard.n.01,noun.person,n,French inventor of the Jacquard loom that could automatically weave complicated patterns (1752-1834),loom,,,[]
joseph_mallord_william_turner,turner.n.03,noun.person,n,English landscape painter whose treatment of light and color influenced the French impressionists (1775-1851),painter,,,[]
joseph_marie_jacquard,jacquard.n.01,noun.person,n,French inventor of the Jacquard loom that could automatically weave complicated patterns (1752-1834),loom,,,[]
joseph_mccarthy,mccarthy.n.02,noun.person,n,United States politician who unscrupulously accused many citizens of being Communists (1908-1957),politician,,,[]
joseph_oliver,oliver.n.01,noun.person,n,United States jazz musician who influenced the style of Louis Armstrong (1885-1938),musician,,,[]
joseph_paul_dimaggio,dimaggio.n.01,noun.person,n,United States professional baseball player noted for his batting ability (1914-1999),noted,,,[]
joseph_paxton,paxton.n.01,noun.person,n,English architect (1801-1865),architect,,,[]
joseph_priestley,priestley.n.01,noun.person,n,English chemist who isolated many gases and discovered oxygen (independently of Scheele) (1733-1804),chemist,,,[]
joseph_pulitzer,pulitzer.n.01,noun.person,n,United States newspaper publisher (born in Hungary) who established the Pulitzer prizes (1847-1911),publisher,,,[]
joseph_raymond_mccarthy,mccarthy.n.02,noun.person,n,United States politician who unscrupulously accused many citizens of being Communists (1908-1957),politician,,,[]
joseph_rudyard_kipling,kipling.n.01,noun.person,n,English author of novels and poetry who was born in India (1865-1936),author,,,[]
joseph_schumpeter,schumpeter.n.01,noun.person,n,United States economist (born in Czechoslovakia) (1883-1950),economist,,,[]
joseph_smith,smith.n.06,noun.person,n,religious leader who founded the Mormon Church in 1830 (1805-1844),leader,,,[]
joseph_stalin,stalin.n.01,noun.person,n,Russian leader who succeeded Lenin as head of the Communist Party and created a totalitarian state by purging all opposition (1879-1953),leader,,,[]
joseph_warren_stilwell,stilwell.n.01,noun.person,n,United States general who commanded the Allied forces in China and Burma and India during World War II (1883-1946),general,,,[]
josephus,josephus.n.01,noun.person,n,Jewish general who led the revolt of the Jews against the Romans and then wrote a history of those events (37-100),general,,,[]
josh_billings,shaw.n.02,noun.person,n,United States humorist who wrote about rural life (1818-1885),humorist,,,[]
