Lemma,Sense,SuperSense,POS_Tag,Definition,Examples,Head,Amod/Comp,Gender
magpie,magpie.n.02,noun.person,n,someone who collects things that have been discarded by others,[],someone,,N
magpie,chatterer.n.01,noun.person,n,an obnoxious and foolish and loquacious talker,[],,,N
magritte,magritte.n.01,noun.person,n,Belgian surrealist painter (1898-1967),[],,,N
magus,magus.n.01,noun.person,n,a magician or sorcerer of ancient times,[],,,N
magus,magus.n.02,noun.person,n,a member of the Zoroastrian priesthood of the ancient Persians,[],member,,N
maha,omaha.n.01,noun.person,n,a member of the Siouan people formerly living in the Missouri river valley in northeastern Nebraska,[],member,,N
mahalia_jackson,jackson.n.03,noun.person,n,United States singer who did much to popularize gospel music (1911-1972),[],,,N
mahan,mahan.n.01,noun.person,n,United States naval officer and historian (1840-1914),[],,,N
maharaja,maharaja.n.01,noun.person,n,a great raja; a Hindu prince or king in India ranking above a raja,[],,,M
maharajah,maharaja.n.01,noun.person,n,a great raja; a Hindu prince or king in India ranking above a raja,[],,,M
maharanee,maharani.n.01,noun.person,n,a great rani; a princess in India or the wife of a maharaja,[],,,
maharani,maharani.n.01,noun.person,n,a great rani; a princess in India or the wife of a maharaja,[],,,
mahatma,mahatma.n.01,noun.person,n,(Hinduism) term of respect for a brahmin sage,[],,,
mahatma_gandhi,gandhi.n.02,noun.person,n,political and spiritual leader during India's struggle with Great Britain for home rule; an advocate of passive resistance (1869-1948),[],,,N
mahayanist,mahayanist.n.01,noun.person,n,an adherent of Mahayana Buddhism,[],,,N
mahdi,mahdi.n.01,noun.person,n,(Islam) a messianic leader who (according to popular Muslim belief) will appear before the end of the world and restore justice and religion,[],,,
mahdist,mahdist.n.01,noun.person,n,an adherent of Mahdism,[],,,N
mahican,mohican.n.01,noun.person,n,a member of the Algonquian people formerly living in the Hudson valley and eastward to the Housatonic,[],member,,N
mahler,mahler.n.01,noun.person,n,Austrian composer and conductor (1860-1911),[],,,N
mahomet,mohammed.n.01,noun.person,n,"the Arab prophet who, according to Islam, was the last messenger of Allah (570-632)",[],,,N
mahound,mohammed.n.01,noun.person,n,"the Arab prophet who, according to Islam, was the last messenger of Allah (570-632)",[],,,N
mahout,mahout.n.01,noun.person,n,the driver and keeper of an elephant,[],,,N
mahratta,maratha.n.01,noun.person,n,a member of a people of India living in Maharashtra,[],member,,N
maid,maid.n.01,noun.person,n,a female domestic,[],,,F
maid,maid.n.02,noun.person,n,an unmarried girl (especially a virgin),[],,,F
maid_of_honor,bridesmaid.n.01,noun.person,n,an unmarried woman who attends the bride at a wedding,[],woman,,F
maiden_aunt,maiden_aunt.n.01,noun.person,n,an unmarried aunt,[],aunt,,F
maidservant,maid.n.01,noun.person,n,a female domestic,[],domestic,female,F
maidu,maidu.n.01,noun.person,n,a member of a North American Indian people living east of the Sacramento river in California,[],member,,N
mail_carrier,mailman.n.01,noun.person,n,a man who delivers the mail,[],man,,M
mail_clerk,postal_clerk.n.01,noun.person,n,a clerk in a post office,[],,,
mailer,mailer.n.01,noun.person,n,United States writer (born in 1923),[],,,
mailer,mailer.n.02,noun.person,n,a person who mails something,[],person,,N
maillol,maillol.n.01,noun.person,n,French sculptor of monumental female nudes (1861-1944),[],,,N
mailman,mailman.n.01,noun.person,n,a man who delivers the mail,[],man,,M
maimer,mutilator.n.01,noun.person,n,a person who mutilates or destroys or disfigures or cripples,[],person,,N
maimonides,maimonides.n.01,noun.person,n,Spanish philosopher considered the greatest Jewish scholar of the Middle Ages who codified Jewish law in the Talmud (1135-1204),[],,,
mainer,mainer.n.01,noun.person,n,a native or resident of Maine,[],,,
mainstay,pillar.n.03,noun.person,n,a prominent supporter,['he is a pillar of the community'],,,N
maintainer,upholder.n.01,noun.person,n,someone who upholds or maintains,"['firm upholders of tradition', 'they are sustainers of the idea of democracy']",someone,,N
maintenance_man,repairman.n.01,noun.person,n,a skilled worker whose job is to repair things,[],,,N
maintenon,maintenon.n.01,noun.person,n,French consort of Louis XIV who secretly married the king after the death of his first wife (1635-1719),[],,,M
maitland,maitland.n.01,noun.person,n,English historian noted for his works on the history of English law (1850-1906),[],,,N
maitre_d',captain.n.07,noun.person,n,a dining-room attendant who is in charge of the waiters and the seating of customers,[],,,N
maitre_d'hotel,captain.n.07,noun.person,n,a dining-room attendant who is in charge of the waiters and the seating of customers,[],,,N
maitreya,maitreya.n.01,noun.person,n,the Bodhisattva who is to appear as a Buddha 5000 years after the death of Gautama,[],,,
major-domo,major-domo.n.01,noun.person,n,the chief steward or butler of a great household,[],,,N
major-general,major-general.n.01,noun.person,n,a general officer ranking above a brigadier general and below a lieutenant general,[],,,N
major_leaguer,major_leaguer.n.01,noun.person,n,a member of a major-league baseball team,[],member,,N
majorette,drum_majorette.n.01,noun.person,n,a female baton twirler who accompanies a marching band,[],twirler,female,F
majorette,drum_majorette.n.02,noun.person,n,a female drum major,[],drum,female,F
majority_leader,majority_leader.n.01,noun.person,n,leader of the majority party in a legislature,[],,,N
majors,major.n.01,noun.person,n,a commissioned military officer in the United States Army or Air Force or Marines; below lieutenant colonel and above captain,[],,,N
majors,major.n.02,noun.person,n,British statesman who was prime minister from 1990 until 1997 (born in 1943),[],,,M
majors,major.n.03,noun.person,n,a university student who is studying a particular field as the principal subject,['she is a linguistics major'],,,N
makarios_iii,makarios_iii.n.01,noun.person,n,Greek Orthodox bishop and archbishop of Cyprus and the first president of independent Cyprus (1913-1977),[],,,N
makataimeshekiakiak,black_hawk.n.01,noun.person,n,Sauk leader who in 1832 led Fox and Sauk warriors against the United States (1767-1838),[],,,N
make-peace,conciliator.n.01,noun.person,n,someone who tries to bring peace,[],someone,,N
maker,maker.n.01,noun.person,n,a person who makes things,[],person,,N
maker,godhead.n.01,noun.person,n,terms referring to the Judeo-Christian God,[],,,
maksim_gorky,gorky.n.01,noun.person,n,Russian writer of plays and novels and short stories; noted for his depiction of social outcasts,[],,,
malachi,malachi.n.01,noun.person,n,a Hebrew minor prophet of the 5th century BC,[],,,N
malachias,malachi.n.01,noun.person,n,a Hebrew minor prophet of the 5th century BC,[],,,N
malacologist,malacologist.n.01,noun.person,n,a zoologist specializing in the study of mollusks,[],,,
malahini,malahini.n.01,noun.person,n,a newcomer to Hawaii,[],,,N
malamud,malamud.n.01,noun.person,n,United States writer (1914-1986),[],,,
malcolm_little,malcolm_x.n.01,noun.person,n,militant civil rights leader (1925-1965),[],,,N
malcolm_lowry,lowry.n.02,noun.person,n,English novelist (1909-1957),[],,,N
malcolm_x,malcolm_x.n.01,noun.person,n,militant civil rights leader (1925-1965),[],,,N
maldivan,maldivian.n.01,noun.person,n,a native or inhabitant of Maldives,[],,,
maldivian,maldivian.n.01,noun.person,n,a native or inhabitant of Maldives,[],,,
male_aristocrat,male_aristocrat.n.01,noun.person,n,a man who is an aristocrat,[],man,,M
male_chauvinist,male_chauvinist.n.01,noun.person,n,a man with a chauvinistic belief in the inferiority of women,[],man,,M
male_child,male_child.n.01,noun.person,n,a youthful male person,"['the baby was a boy', 'she made the boy brush his teeth every night', 'most soldiers are only boys in uniform']",person,male,M
male_monarch,king.n.01,noun.person,n,a male sovereign; ruler of a kingdom,[],sovereign,male,M
male_offspring,male_offspring.n.01,noun.person,n,a child who is male,[],child,,M
male_parent,father.n.01,noun.person,n,a male parent (also used as a term of address to your father),['his father was born in Atlanta'],parent,male,M
male_person,male.n.02,noun.person,n,a person who belongs to the sex that cannot have babies,[],person,,M
male_sibling,male_sibling.n.01,noun.person,n,a sibling who is male,[],sibling,,M
malebranche,malebranche.n.01,noun.person,n,French philosopher (1638-1715),[],,,
malecite,malecite.n.01,noun.person,n,a member of the Algonquian people of northeastern Maine and New Brunswick,[],member,,N
malefactor,criminal.n.01,noun.person,n,someone who has committed a crime or has been legally convicted of a crime,[],someone,,N
malevich,malevich.n.01,noun.person,n,Russian abstract painter (1878-1935),[],,,N
malfeasant,malfeasant.n.01,noun.person,n,one guilty of malfeasance,[],one,,N
maligner,defamer.n.01,noun.person,n,one who attacks the reputation of another by slander or libel,[],one,,N
malik,malik.n.01,noun.person,n,the leader of a town or community in some parts of Asia Minor and the Indian subcontinent,['maliks rule the hinterland of Afghanistan under the protection of warlords'],,,N
malingerer,malingerer.n.01,noun.person,n,someone shirking their duty by feigning illness or incapacity,[],someone,,N
malinowski,malinowski.n.01,noun.person,n,British anthropologist (born in Poland) who introduced the technique of the participant observer (1884-1942),[],,,N
mallarme,mallarme.n.01,noun.person,n,French symbolist poet noted for his free verse (1842-1898),[],,,
mallon,mallon.n.01,noun.person,n,United States cook who was an immune carrier of typhoid fever and who infected dozens of people (1870-1938),[],,,N
malone,malone.n.01,noun.person,n,English scholar remembered for his chronology of Shakespeare's plays and his editions of Shakespeare and Dryden (1741-1812),[],,,N
malory,malory.n.01,noun.person,n,English writer who published a translation of romances about King Arthur taken from French and other sources (died in 1471),[],,,
malpighi,malpighi.n.01,noun.person,n,Italian anatomist who was the first to use a microscope to study anatomy and was among the first to recognize cells in animals (1628-1694),[],,,N
malraux,malraux.n.01,noun.person,n,French novelist (1901-1976),[],,,N
malthus,malthus.n.01,noun.person,n,an English economist who argued that increases in population would outgrow increases in the means of subsistence (1766-1834),[],,,N
maltman,maltster.n.01,noun.person,n,a maker of malt,[],,,N
malto,malto.n.01,noun.person,n,a member of the Dravidian people living in northern Bengal in eastern India,[],member,,N
maltreater,abuser.n.01,noun.person,n,someone who abuses,[],someone,,N
maltster,maltster.n.01,noun.person,n,a maker of malt,[],,,N
malvina_hoffman,hoffman.n.01,noun.person,n,United States sculptor (1887-1966),[],,,N
mam,mam.n.01,noun.person,n,a member of a Mayan people of southwestern Guatemala,[],member,,N
mama,ma.n.01,noun.person,n,informal terms for a mother,[],,,
mama,mama.n.02,noun.person,n,a name under which Ninkhursag was worshipped,[],,,N
mama's_boy,mother's_boy.n.01,noun.person,n,a boy excessively attached to his mother; lacking normal masculine interests,[],boy,,M
mamet,mamet.n.01,noun.person,n,United States playwright (born in 1947),[],,,N
mamma,ma.n.01,noun.person,n,informal terms for a mother,[],,,
mamma's_boy,mother's_boy.n.01,noun.person,n,a boy excessively attached to his mother; lacking normal masculine interests,[],boy,,M
mammalogist,mammalogist.n.01,noun.person,n,one skilled in the study of mammals,[],one,,N
mammon,mammon.n.02,noun.person,n,(New Testament) a personification of wealth and avarice as an evil spirit,['ye cannot serve God and Mammon'],,,
mammy,mammy.n.01,noun.person,n,an offensive term for a Black nursemaid in the southern U.S.,[],,,
mammy,ma.n.01,noun.person,n,informal terms for a mother,[],,,
man,man.n.01,noun.person,n,an adult person who is male (as opposed to a woman),['there were two women and six men on the bus'],,,M
man,serviceman.n.01,noun.person,n,someone who serves in the armed forces; a member of a military force,['two men stood sentry duty'],,,M
man,man.n.03,noun.person,n,the generic use of the word to refer to any human being,['it was every man for himself'],,,M
man,man.n.05,noun.person,n,a male subordinate,"['the chief stationed two men outside the building', 'he awaited word from his man in Havana']",,,M
man,man.n.06,noun.person,n,an adult male person who has a manly character (virile and courageous competent),['the army will make a man of you'],,,M
man,valet.n.01,noun.person,n,a manservant who acts as a personal attendant to his employer,"[""Jeeves was Bertie Wooster's man""]",,,M
man,man.n.08,noun.person,n,a male person who plays a significant role (husband or lover or boyfriend) in the life of a particular woman,['she takes good care of her man'],,,M
man-about-town,playboy.n.01,noun.person,n,a man devoted to the pursuit of pleasure,[],man,,M
man-at-arms,man-at-arms.n.01,noun.person,n,a heavily armed and mounted soldier in medieval times,[],,,N
man-child,male_offspring.n.01,noun.person,n,a child who is male,[],child,,M
man-eater,cannibal.n.01,noun.person,n,a person who eats human flesh,[],person,,N
man_friday,right-hand_man.n.01,noun.person,n,the most helpful assistant,[],,,N
